0,0.7854,0
0,0.90226,0
0,1.0092,0
0,1.1093,0
0,1.2046,0
0,1.2966,0
0,1.3862,0
0,1.4744,0
0,1.5618,0
0.087266,0.7854,0
0.087266,0.90226,0
0.087266,1.0092,0
0.087266,1.1093,0
0.087266,1.2046,0
0.087266,1.2966,0
0.087266,1.3862,0
0.087266,1.4744,0
0.087266,1.5618,0
0.17453,0.7854,0
0.17453,0.90226,0
0.17453,1.0092,0
0.17453,1.1093,0
0.17453,1.2046,0
0.17453,1.2966,0
0.17453,1.3862,0
0.17453,1.4744,0
0.17453,1.5618,0
0.2618,0.7854,0
0.2618,0.90226,0
0.2618,1.0092,0
0.2618,1.1093,0
0.2618,1.2046,0
0.2618,1.2966,0
0.2618,1.3862,0
0.2618,1.4744,0
0.2618,1.5618,0
0.34907,0.7854,0
0.34907,0.90226,0
0.34907,1.0092,0
0.34907,1.1093,0
0.34907,1.2046,0
0.34907,1.2966,0
0.34907,1.3862,0
0.34907,1.4744,0
0.34907,1.5618,0
0.43633,0.7854,0
0.43633,0.90226,0
0.43633,1.0092,0
0.43633,1.1093,0
0.43633,1.2046,0
0.43633,1.2966,0
0.43633,1.3862,0
0.43633,1.4744,0
0.43633,1.5618,0
0.5236,0.7854,0
0.5236,0.90226,0
0.5236,1.0092,0
0.5236,1.1093,0
0.5236,1.2046,0
0.5236,1.2966,0
0.5236,1.3862,0
0.5236,1.4744,0
0.5236,1.5618,0
0.61087,0.7854,0
0.61087,0.90226,0
0.61087,1.0092,0
0.61087,1.1093,0
0.61087,1.2046,0
0.61087,1.2966,0
0.61087,1.3862,0
0.61087,1.4744,0
0.61087,1.5618,0
0.69813,0.7854,0
0.69813,0.90226,0
0.69813,1.0092,0
0.69813,1.1093,0
0.69813,1.2046,0
0.69813,1.2966,0
0.69813,1.3862,0
0.69813,1.4744,0
0.69813,1.5618,0
0.7854,0.7854,0
0.7854,0.90226,0
0.7854,1.0092,0
0.7854,1.1093,0
0.7854,1.2046,0
0.7854,1.2966,0
0.7854,1.3862,0
0.7854,1.4744,0
0.7854,1.5618,0
0.87266,0.7854,0
0.87266,0.90226,0
0.87266,1.0092,0
0.87266,1.1093,0
0.87266,1.2046,0
0.87266,1.2966,0
0.87266,1.3862,0
0.87266,1.4744,0
0.87266,1.5618,0
0.95993,0.7854,0
0.95993,0.90226,0
0.95993,1.0092,0
0.95993,1.1093,0
0.95993,1.2046,0
0.95993,1.2966,0
0.95993,1.3862,0
0.95993,1.4744,0
0.95993,1.5618,0
1.0472,0.7854,0
1.0472,0.90226,0
1.0472,1.0092,0
1.0472,1.1093,0
1.0472,1.2046,0
1.0472,1.2966,0
1.0472,1.3862,0
1.0472,1.4744,0
1.0472,1.5618,0
1.1345,0.7854,0
1.1345,0.90226,0
1.1345,1.0092,0
1.1345,1.1093,0
1.1345,1.2046,0
1.1345,1.2966,0
1.1345,1.3862,0
1.1345,1.4744,0
1.1345,1.5618,0
1.2217,0.7854,0
1.2217,0.90226,0
1.2217,1.0092,0
1.2217,1.1093,0
1.2217,1.2046,0
1.2217,1.2966,0
1.2217,1.3862,0
1.2217,1.4744,0
1.2217,1.5618,0
1.309,0.7854,0
1.309,0.90226,0
1.309,1.0092,0
1.309,1.1093,0
1.309,1.2046,0
1.309,1.2966,0
1.309,1.3862,0
1.309,1.4744,0
1.309,1.5618,0
1.3963,0.7854,0
1.3963,0.90226,0
1.3963,1.0092,0
1.3963,1.1093,0
1.3963,1.2046,0
1.3963,1.2966,0
1.3963,1.3862,0
1.3963,1.4744,0
1.3963,1.5618,0
1.4835,0.7854,0
1.4835,0.90226,0
1.4835,1.0092,0
1.4835,1.1093,0
1.4835,1.2046,0
1.4835,1.2966,0
1.4835,1.3862,0
1.4835,1.4744,0
1.4835,1.5618,0
1.5708,0.7854,0
1.5708,0.90226,0
1.5708,1.0092,0
1.5708,1.1093,0
1.5708,1.2046,0
1.5708,1.2966,0
1.5708,1.3862,0
1.5708,1.4744,0
1.5708,1.5618,0
0,0.7873,0.087266
0.087266,0.7873,0.087266
0.17453,0.7873,0.087266
0.2618,0.7873,0.087266
0.34907,0.7873,0.087266
0.43633,0.7873,0.087266
0.5236,0.7873,0.087266
0.61087,0.7873,0.087266
0.69813,0.7873,0.087266
0.7854,0.7873,0.087266
0.87266,0.7873,0.087266
0.95993,0.7873,0.087266
1.0472,0.7873,0.087266
1.1345,0.7873,0.087266
1.2217,0.7873,0.087266
1.309,0.7873,0.087266
1.3963,0.7873,0.087266
1.4835,0.7873,0.087266
1.5708,0.7873,0.087266
1.5708,0.90398,0.087266
1.5708,1.0108,0.087266
1.5708,1.1108,0.087266
1.5708,1.2061,0.087266
1.5708,1.298,0.087266
1.5708,1.3876,0.087266
